Probenahmestelle;Fluss;Matrix;Gruppe;Kenngroessen;Probenahmeart;Jahr;Periode;Datum;Sonderzeichen;Wert
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;13;22.06.1998;;466
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;14;06.07.1998;;456
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;15;20.07.1998;;423
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;16;03.08.1998;;416
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;17;17.08.1998;;343
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;18;31.08.1998;;340
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;19;14.09.1998;;546
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;20;28.09.1998;;438
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;21;12.10.1998;;418
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;22;26.10.1998;;580
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;23;09.11.1998;;551
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;24;23.11.1998;;498
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;25;07.12.1998;;370
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;1998;26;21.12.1998;;412
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;1;04.01.1999;;310
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;2;19.01.1999;;297
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;3;01.02.1999;;290
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;4;15.02.1999;;273
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;5;01.03.1999;;490
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;6;15.03.1999;;567
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;7;29.03.1999;;461
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;8;12.04.1999;;523
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;9;26.04.1999;;546
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;10;10.05.1999;;676
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;11;24.05.1999;;1425
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;12;07.06.1999;;1248
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;13;21.06.1999;;1195
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;14;05.07.1999;;921
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;15;19.07.1999;;852
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;16;02.08.1999;;697
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;17;16.08.1999;;607
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;18;30.08.1999;;539
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;19;13.09.1999;;420
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;20;27.09.1999;;513
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;21;11.10.1999;;597
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;22;25.10.1999;;465
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;23;08.11.1999;;419
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;24;22.11.1999;;411
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;25;06.12.1999;;435
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K;1999;26;20.12.1999;;622
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;2;17.01.2000;;357
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;3;31.01.2000;;534
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;4;14.02.2000;;478
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;5;28.02.2000;;470
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;6;13.03.2000;;466
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;7;27.03.2000;;513
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;8;10.04.2000;;456
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;9;24.04.2000;;500
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;10;08.05.2000;;618
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;11;22.05.2000;;715
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;12;05.06.2000;;704
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;13;19.06.2000;;633
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;14;03.07.2000;;611
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;15;17.07.2000;;748
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;16;31.07.2000;;722
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;17;14.08.2000;;739
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;18;28.08.2000;;570
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;19;11.09.2000;;508
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;20;25.09.2000;;531
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;21;09.10.2000;;435
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;22;23.10.2000;;424
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;23;06.11.2000;;396
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;24;20.11.2000;;439
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;25;04.12.2000;;406
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2000;26;18.12.2000;;362
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;1;03.01.2001;;338
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;2;15.01.2001;;351
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;3;29.01.2001;;322
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;4;12.02.2001;;329
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;5;26.02.2001;;326
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;6;12.03.2001;;577
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;7;26.03.2001;;748
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;8;09.04.2001;;608
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;9;23.04.2001;;684
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;10;07.05.2001;;656
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;11;21.05.2001;;662
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;12;05.06.2001;;718
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;13;18.06.2001;;957
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;14;02.07.2001;;823
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;15;16.07.2001;;959
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;16;30.07.2001;;689
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;17;13.08.2001;;661
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;18;27.08.2001;;512
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;19;10.09.2001;;625
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;20;24.09.2001;;707
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;21;08.10.2001;;514
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;22;22.10.2001;;406
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;23;05.11.2001;;370
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;24;19.11.2001;;350
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;25;03.12.2001;;500
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2001;26;17.12.2001;;372
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;1;28.12.2001;;311
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;2;14.01.2002;;301
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;3;28.01.2002;;384
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;4;11.02.2002;;332
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;5;25.02.2002;;366
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;6;11.03.2002;;331
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;7;26.03.2002;;446
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;8;08.04.2002;;351
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;9;22.04.2002;;327
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;10;06.05.2002;;527
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;11;21.05.2002;;544
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;12;03.06.2002;;591
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;13;13.06.2002;;707
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;14;01.07.2002;;570
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;15;15.07.2002;;523
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;16;29.07.2002;;468
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;17;12.08.2002;;1111
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;18;26.08.2002;;605
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;19;05.09.2002;;571
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;20;23.09.2002;;741
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;21;07.10.2002;;677
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;22;21.10.2002;;597
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;23;04.11.2002;;776
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;24;18.11.2002;;778
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;25;02.12.2002;;733
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2002;26;16.12.2002;;532
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;1;27.12.2004;;263
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;2;10.01.2005;;247,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;3;24.01.2005;;263,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;4;07.02.2005;;233,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;5;21.02.2005;;308,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;6;07.03.2005;;264,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;7;21.03.2005;;399,6
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;8;04.04.2005;;413,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;9;18.04.2005;;448,1
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;10;02.05.2005;;460,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;11;17.05.2005;;540
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;12;30.05.2005;;537,9
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;13;13.06.2005;;501,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;14;27.06.2005;;449
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;15;11.07.2005;;484,5
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;16;25.07.2005;;425
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;17;08.08.2005;;490,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;18;22.08.2005;;931,8
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;19;05.09.2005;;552,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;20;19.09.2005;;443
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;21;03.10.2005;;507
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;22;17.10.2005;;320,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;23;31.10.2005;;258,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;24;14.11.2005;;216,7
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;25;28.11.2005;;194,4
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2005;26;12.12.2005;;197,3
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;1;27.12.2006;;187
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;2;08.01.2007;;323
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;3;22.01.2007;;301
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;4;05.02.2007;;252
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;5;19.02.2007;;326
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;6;05.03.2007;;417
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;7;19.03.2007;;326
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;8;02.04.2007;;368
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;9;16.04.2007;;317
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;10;30.04.2007;;305
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;11;14.05.2007;;308
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;12;28.05.2007;;368
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;13;11.06.2007;;443
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;14;25.06.2007;;491
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;15;09.07.2007;;584
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;16;23.07.2007;;575
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;17;06.08.2007;;495
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;18;20.08.2007;;552
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;19;03.09.2007;;551
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;20;17.09.2007;;501
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;21;01.10.2007;;488
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;22;15.10.2007;;379
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;23;29.10.2007;;303
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;24;12.11.2007;;384
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;25;26.11.2007;;321
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2007;26;10.12.2007;;497
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;1;24.12.2007;;329
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;2;07.01.2008;;426
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;3;21.01.2008;;304
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;4;04.02.2008;;271
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;5;18.02.2008;;239
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;6;03.03.2008;;313
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;7;17.03.2008;;374
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;8;31.03.2008;;395
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;9;14.04.2008;;409
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;10;28.04.2008;;561
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;11;12.05.2008;;536
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;12;26.05.2008;;545
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;13;09.06.2008;;664
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;14;23.06.2008;;611
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;15;07.07.2008;;553
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;16;21.07.2008;;772
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;17;04.08.2008;;545
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;18;18.08.2008;;579
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;19;01.09.2008;;473
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;20;15.09.2008;;645
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;21;29.09.2008;;427
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;22;13.10.2008;;351
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;23;27.10.2008;;305
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;24;10.11.2008;;319
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;25;24.11.2008;;317
REKINGEN;RHEIN;W;Allgemeine Messgrößen;Abfluss am Tag der Einzelprobenahme in m³/s;K14;2008;26;08.12.2008;;320
